序号,经度【百度】,纬度【百度】,是否精确,可信度,地址类型,坐标系,错误,0,0
661,112.6645475,26.85817445,,50,UNKNOWN,bd09,,112.65279725873685,26.85558368017092
662,114.056723,30.4558479,1,70,工业园区,bd09,,114.04445759927061,30.452527584812973
663,114.056723,30.4558479,1,70,工业园区,bd09,,114.04445759927061,30.452527584812973
664,114.0518975,30.45077033,,50,UNKNOWN,bd09,,114.0396537120449,30.44741001134858
665,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
666,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
667,,,,,,,Request Parameter Error:address length too long,0,0
668,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
669,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
670,114.5856924,30.74349351,,40,道路,bd09,,114.57413947074829,30.73990080788317
671,114.5734839,30.66952965,,80,工业园区,bd09,,114.56188042583274,30.666177162612566
672,,,,,,,Request Parameter Error:address length too long,0,0
673,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
674,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
675,109.0548103,34.49286561,,60,工业园区,bd09,,109.04320564470682,34.48807516131619
676,109.0795244,34.29651106,,30,道路,bd09,,109.06800758453699,34.29146358317523
677,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
678,106.2569292,38.35249805,,75,交叉路口,bd09,,106.24595088064001,38.34633546518269
679,109.0221684,34.4828674,,40,道路,bd09,,109.01059128224713,34.478456401263905
680,109.0221684,34.4828674,,40,道路,bd09,,109.01059128224713,34.478456401263905
681,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
682,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
683,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
684,109.0565659,34.49967299,,40,道路,bd09,,109.04497040653193,34.49484601610989
685,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
686,109.0943869,34.54109311,,16,区县,bd09,,109.08282281503489,34.53589678839479
687,109.0795244,34.29651106,,30,道路,bd09,,109.06800758453699,34.29146358317523
688,109.0221684,34.4828674,,40,道路,bd09,,109.01059128224713,34.478456401263905
689,109.0565659,34.49967299,,40,道路,bd09,,109.04497040653193,34.49484601610989
690,109.0221684,34.4828674,,40,道路,bd09,,109.01059128224713,34.478456401263905
691,109.0565659,34.49967299,,40,道路,bd09,,109.04497040653193,34.49484601610989
692,101.5057768,36.66146669,,18,乡镇,bd09,,101.49734951567811,36.65537106650379
693,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
694,109.073775,34.51376243,,16,区县,bd09,,109.06222550383671,34.50864407834527
695,109.0565659,34.49967299,,40,道路,bd09,,109.04497040653193,34.49484601610989
696,109.0565659,34.49967299,,40,道路,bd09,,109.04497040653193,34.49484601610989
697,87.5051791,43.91077647,1,80,道路,bd09,,87.49566857137611,43.9033002658247
698,103.5967455,36.19205377,1,80,收费区/收费站,bd09,,103.58801003839756,36.1864418407726
699,103.5039752,36.14775141,1,80,UNKNOWN,bd09,,103.49491912641639,36.142255296577034
700,107.3406126,33.16239939,,14,区县,bd09,,107.32922903235382,33.15848322220334
701,109.0884173,34.3864454,,75,交叉路口,bd09,,109.07686478892873,34.38132031723535
702,109.0795244,34.29651106,,30,道路,bd09,,109.06800758453699,34.29146358317523
703,87.5051791,43.91077647,1,80,道路,bd09,,87.49566857137611,43.9033002658247
704,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
705,106.5558785,26.58768756,1,80,工业园区,bd09,,106.54589227792756,26.585050114314903
706,106.5558785,26.58768756,1,80,工业园区,bd09,,106.54589227792756,26.585050114314903
707,103.830248,30.6748109,,80,UNKNOWN,bd09,,103.8216119716001,30.671381241453137
708,104.1386021,30.80826941,,25,道路,bd09,,104.12960014845684,30.80459042253552
709,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
710,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
711,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
712,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
713,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
714,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
715,104.2866205,30.82400849,,20,乡镇,bd09,,104.27781741706279,30.820185418489984
716,106.1255405,30.78725493,,14,区县,bd09,,106.11498911051704,30.783718882667323
717,102.9107211,24.95790788,1,75,政府机构,bd09,,102.90278281720748,24.955352407751544
718,102.9107211,24.95790788,1,75,政府机构,bd09,,102.90278281720748,24.955352407751544
719,104.2039014,30.52434835,,30,道路,bd09,,104.19494474038366,30.521047044389157
720,104.2039014,30.52434835,,30,道路,bd09,,104.19494474038366,30.521047044389157
721,103.825587,30.86531922,,50,生活服务,bd09,,103.81692942396822,30.86170786046047
722,104.304472,30.84761088,1,80,UNKNOWN,bd09,,104.29557548372479,30.84387368828473
723,104.304472,30.84761088,1,80,UNKNOWN,bd09,,104.29557548372479,30.84387368828473
724,106.5558785,26.58768756,1,80,工业园区,bd09,,106.54589227792756,26.585050114314903
725,103.830248,30.6748109,,80,UNKNOWN,bd09,,103.8216119716001,30.671381241453137
726,90.96760853,29.71910699,,18,地产小区,bd09,,90.95998487243163,29.71582195797938
727,100.3118988,25.61026179,,20,道路,bd09,,100.30428767662866,25.607026250957517
728,102.9107211,24.95790788,1,75,政府机构,bd09,,102.90278281720748,24.955352407751544
729,104.152543,30.79784311,1,80,UNKNOWN,bd09,,104.14361382986642,30.793990033575874
730,103.825587,30.86531922,,50,生活服务,bd09,,103.81692942396822,30.86170786046047
731,104.1740735,30.83415412,,25,乡镇,bd09,,104.16519781895126,30.830264266020723
732,104.1297056,30.80960545,1,80,工业园区,bd09,,104.1206521321103,30.806058727012132
733,104.1297056,30.80960545,1,80,工业园区,bd09,,104.1206521321103,30.806058727012132
734,104.2039014,30.52434835,,30,道路,bd09,,104.19494474038366,30.521047044389157
735,106.5558785,26.58768756,1,80,工业园区,bd09,,106.54589227792756,26.585050114314903
736,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
737,106.6599262,29.34938751,,40,商圈,bd09,,106.6496717282191,29.34627601773333
738,103.830248,30.6748109,,80,UNKNOWN,bd09,,103.8216119716001,30.671381241453137
739,104.1270447,30.80052107,,80,道路,bd09,,104.1179727642094,30.7970148126371
740,104.2039014,30.52434835,,30,道路,bd09,,104.19494474038366,30.521047044389157
741,104.2866205,30.82400849,,20,乡镇,bd09,,104.27781741706279,30.820185418489984
742,104.2743139,30.95080369,,18,乡镇,bd09,,104.26550107190452,30.946980299714063
743,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
744,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
745,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
746,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
747,123.5652816,41.74259769,1,80,村庄,bd09,,123.55298616192488,41.73469828846342
748,125.4141524,44.03105497,,40,道路,bd09,,125.40110570385303,44.02228264386787
749,121.6271576,39.03655792,1,80,道路,bd09,,121.61556049814197,39.03006312640232
750,126.5908059,45.57276948,1,80,道路,bd09,,126.57853136479918,45.56456381302974
751,126.5908059,45.57276948,1,80,道路,bd09,,126.57853136479918,45.56456381302974
752,117.2228475,36.66342058,,30,UNKNOWN,bd09,,117.21039279020347,36.657023724206184
753,120.1056453,36.16758833,,30,道路,bd09,,120.0938061846438,36.16111696335907
754,114.3571641,38.08851872,,30,道路,bd09,,114.34447010021073,38.08142353123612
755,112.6028318,37.74058251,,40,道路,bd09,,112.59006492868772,37.73420007131543
756,114.4963887,36.58669219,,16,区县,bd09,,114.48408861421005,36.580206378553875
757,116.8337305,35.58617975,,30,道路,bd09,,116.82161896034673,35.58074121060383
758,116.6785761,39.65103713,1,80,UNKNOWN,bd09,,116.6661539862619,39.64396589412073
759,116.638702,39.97925605,,30,村庄,bd09,,116.62646555882856,39.971864932007136
760,118.9973641,36.72470994,,50,生活服务,bd09,,118.98507935399209,36.71870411538769
761,111.7659114,40.75218993,,25,乡镇,bd09,,111.75245630188155,40.744979785118176
762,117.1669932,39.20727883,1,80,道路,bd09,,117.15406355681347,39.20031933377285
763,118.869828,31.75441594,,60,UNKNOWN,bd09,,118.85821724178703,31.750897281700006
764,120.4135701,30.16595487,1,70,道路,bd09,,120.40240417439038,30.16250536034126
765,118.374927,33.95806404,1,80,生活服务,bd09,,118.36270044694945,33.95355587929569
766,117.3030535,31.99704116,,40,道路,bd09,,117.29090991292753,31.993396628805197
767,120.981959,31.88075079,,25,道路,bd09,,120.97118871578819,31.876537287582693
768,121.2783135,31.55974682,1,80,生活服务,bd09,,121.26727636736302,31.555966846355744
769,121.4458617,29.75965488,,75,工业园区,bd09,,121.4349675777539,29.75560037960829
770,121.7562381,30.91593666,1,80,道路,bd09,,121.7453169622525,30.91245077708643
771,119.5803318,29.07857514,1,80,UNKNOWN,bd09,,119.56902085323219,29.075925948914445
772,120.4430591,31.53303866,,50,工业园区,bd09,,120.43186763580013,31.529065039314315
773,120.5826422,27.77735663,,30,村庄,bd09,,120.5722421801697,27.77461906268316
774,113.3700991,22.69458904,,40,UNKNOWN,bd09,,113.35810203846039,22.691391807885633
775,108.4930357,22.92008713,1,70,地产小区,bd09,,108.48265710414631,22.916549451581115
776,116.7278589,23.42857029,,60,生活服务,bd09,,116.71675928643431,23.425304297749964
777,118.1405157,24.7093301,1,80,道路,bd09,,118.12901409743644,24.70635325910211
778,113.5614828,23.10672047,1,80,道路,bd09,,113.54983210963974,23.10364276035096
779,110.9179233,21.63289419,,50,道路,bd09,,110.9069118365222,21.629688902511674
780,119.2048135,26.13560515,,30,道路,bd09,,119.19347996384786,26.132891153031924
781,110.0322735,19.85912487,,20,道路,bd09,,110.02149816104804,19.854807510016908
782,114.5024256,22.9030263,1,80,UNKNOWN,bd09,,114.49124801171324,22.899556729217828
783,109.4073211,24.38263766,,80,UNKNOWN,bd09,,109.39616320029636,24.37948605429924
784,113.0247757,22.85528581,,80,长途汽车站,bd09,,113.01297856698852,22.85188645170134
785,113.6004265,22.86582338,,40,UNKNOWN,bd09,,113.58881516866514,22.863053590184787
786,113.8943761,34.71018811,1,75,生活服务,bd09,,113.8820912630734,34.70510017267515
787,114.0697889,33.03273143,,75,交叉路口,bd09,,114.0572093792667,33.02877112467918
788,112.4147713,34.59216344,1,80,道路,bd09,,112.40192618995243,34.58718459071993
789,114.0663825,30.63557679,1,75,道路,bd09,,114.0540368837045,30.632211837001467
790,112.1542989,32.06008601,1,75,UNKNOWN,bd09,,112.14165782677837,32.0563924817835
791,114.1994047,35.61710513,,30,道路,bd09,,114.18683463903862,35.61149792737653
792,114.8638459,25.8727797,,30,村庄,bd09,,114.8526651622487,25.86976059205934
793,116.0075349,29.71134056,,10,城市,bd09,,115.99590743690666,29.708040269752157
794,112.3843901,30.32825526,,50,道路,bd09,,112.37192487440996,30.32498050855412
795,113.1337116,28.23961423,,40,道路,bd09,,113.12130996581047,28.236841239794295
796,112.4715323,26.87013674,,60,工业园区,bd09,,112.45954229138822,26.86737612521519
797,115.975755,28.43600273,,30,商圈,bd09,,115.96429321613732,28.433678521667606
798,114.6921668,30.52719615,,30,村庄,bd09,,114.68045622121663,30.523819704349794
799,111.5399681,29.07398889,,18,乡镇,bd09,,111.52784662599363,29.071346184896434
800,108.6926023,34.420188,,30,村庄,bd09,,108.6814751689116,34.41569526111913
801,87.46149337,43.83963737,,50,道路,bd09,,87.45176073023343,43.83206337282538
802,108.8309854,34.19068128,1,80,道路,bd09,,108.8199184416443,34.186016054425586
803,,,,,,,Request Parameter Error:address length too long,0,0
804,103.5039752,36.14775141,1,80,UNKNOWN,bd09,,103.49491912641639,36.142255296577034
805,107.451361,34.35577095,,30,UNKNOWN,bd09,,107.43981418612853,34.35127136047535
806,104.5994663,31.51444761,,20,乡镇,bd09,,104.59048597186586,31.51106929234882
807,104.8174516,29.33934287,1,80,道路,bd09,,104.80818854895911,29.336530529219942
808,104.2039014,30.52434835,,30,道路,bd09,,104.19494474038366,30.521047044389157
809,106.650176,29.34163106,1,80,生活服务,bd09,,106.63989474581898,29.338699855380913
810,102.8274726,24.89187121,,16,区县,bd09,,102.81956600758845,24.888746493872894
811,106.5594501,26.59395101,,80,政府机构,bd09,,106.54948253513405,26.591296404578074
812,91.12082392,29.65004027,,10,城市,bd09,,91.1127373975185,29.646806792178538
813,106.171718,30.8409192,,30,道路,bd09,,106.16125682436389,30.837357260281664
814,104.1297056,30.80960545,1,80,工业园区,bd09,,104.1206521321103,30.806058727012132
815,103.8018337,30.08031431,1,80,道路,bd09,,103.7932340068473,30.076742972317987
816,107.5034802,31.14242665,1,80,生活服务,bd09,,107.49245045612395,31.138575578483596
817,123.2390644,41.87567738,,50,道路,bd09,,123.22687304914064,41.867075494001
818,117.2443089,39.38608518,1,80,道路,bd09,,117.23160667348708,39.37860061209249
819,121.2800312,31.55663354,1,80,道路,bd09,,121.26900061272997,31.552832992041424
820,112.8506666,23.07248099,,30,商圈,bd09,,112.83901666113714,23.069539638501077
821,114.031832,30.67202057,,75,交叉路口,bd09,,114.01968681069314,30.66830053301174
822,108.6926023,34.420188,,30,村庄,bd09,,108.6814751689116,34.41569526111913
823,112.1129771,26.46453181,1,80,UNKNOWN,bd09,,112.10086494932703,26.461699342856157
824,104.2575125,30.88442137,,16,区县,bd09,,104.24861566398722,30.88086764359033
825,108.9534012,34.29914811,,16,区县,bd09,,108.94232762333327,34.29446601474447
826,116.5917072,39.77244615,,40,道路,bd09,,116.57931016357932,39.765746076821145
827,116.5917072,39.77244615,,40,道路,bd09,,116.57931016357932,39.765746076821145
828,123.4657684,41.96070023,,60,道路,bd09,,123.45324180717247,41.95216014707372
829,123.5336046,42.05891412,,14,区县,bd09,,123.52112320465052,42.0510296341756
830,121.3432222,31.29011586,,40,道路,bd09,,121.33223341361284,31.285774720743092
831,121.3432222,31.29011586,,40,道路,bd09,,121.33223341361284,31.285774720743092
832,118.8388229,31.77101159,1,80,道路,bd09,,118.82724448088506,31.767137320171695
833,120.364314,30.30504125,,30,道路,bd09,,120.35332827867377,30.300983752633314
834,113.7366345,23.2094752,,16,道路,bd09,,113.72491042046451,23.20612580067154
835,116.5399668,39.80718994,,80,UNKNOWN,bd09,,116.52770130747561,39.79980985700305
836,114.5754758,30.71036509,,40,工业园区,bd09,,114.56389257051953,30.706963391237238
837,117.2788476,31.95011323,1,80,道路,bd09,,117.26680521774608,31.946176068735518
838,117.4081403,31.83839851,,25,乡镇,bd09,,117.39581855836644,31.83441817568551
839,117.1473593,31.86332134,,40,道路,bd09,,117.13529289734593,31.85902670174233
840,117.1473593,31.86332134,,40,道路,bd09,,117.13529289734593,31.85902670174233
841,116.6076604,40.13642626,,50,道路,bd09,,116.59528388671828,40.12952826662022
842,116.5518501,39.7585506,,18,乡镇,bd09,,116.53952707999612,39.75137277804127
843,119.527499,26.08982099,1,80,道路,bd09,,119.51643621536651,26.086666052061652
844,118.5011562,24.81946562,,18,乡镇,bd09,,118.48993070209806,24.81662529448477
845,118.4641422,24.80252917,,50,工业园区,bd09,,118.45291131980693,24.799032795844205
846,118.012344,24.58541006,1,80,生活服务,bd09,,118.0009655441818,24.582499583064717
847,,,,,,,Request Parameter Error:address length too long,0,0
848,,,,,,,Internal Service Error:无相关结果,0,0
849,103.7674226,36.05917083,1,80,道路,bd09,,103.75835359838507,36.05353759754697
850,113.2255355,23.00092516,,30,村庄,bd09,,113.21364989622974,22.997986992204144
851,113.1458096,23.24247135,,50,工业园区,bd09,,113.13387956838173,23.238805593000226
852,113.5519355,22.70548299,1,80,道路,bd09,,113.54030352656498,22.70236847506489
853,113.7061813,23.18168103,,50,生活服务,bd09,,113.69441304575855,23.17872248021711
854,113.4110111,22.96415421,,50,UNKNOWN,bd09,,113.39904743160565,22.960386851846195
855,113.9903933,22.70373677,1,75,工业园区,bd09,,113.97895837257994,22.70039622540283
856,113.9555192,22.79342282,1,80,UNKNOWN,bd09,,113.94407044066874,22.790681432987302
857,113.9764964,22.7090683,1,80,道路,bd09,,113.96504522925827,22.70599240680586
858,108.2464808,22.80636313,,80,工业园区,bd09,,108.23613218651161,22.80288963664903
859,108.2794944,22.78704575,,14,区县,bd09,,108.26908174313344,22.78394936718501
860,106.6832751,26.71221422,,30,UNKNOWN,bd09,,106.67317202504765,26.70949024074192
861,114.4041289,38.10101898,,75,交叉路口,bd09,,114.39126154472181,38.09431621980184
862,113.8526866,34.79729592,,50,工业园区,bd09,,113.84020779471658,34.79245758648444
863,113.8722492,34.70493638,,30,道路,bd09,,113.85990486232582,34.69989464608935
864,126.7633434,45.71405769,1,75,道路,bd09,,126.75060963441535,45.70608261868067
865,,,,,,,Internal Service Error:无相关结果,0,0
866,126.7633457,45.71387046,1,75,道路,bd09,,126.75061209898101,45.70589544096346
867,114.105768,30.63780477,1,70,工业园区,bd09,,114.09354955629578,30.633904294077844
868,113.0464711,28.09312997,1,80,生活服务,bd09,,113.03427617366026,28.090019015261625
869,,,,,,,Request Parameter Error:address length too long,0,0
870,125.4350134,44.0393978,,50,道路,bd09,,125.42186824245353,44.030959870456556
871,125.4917119,43.95689236,1,80,UNKNOWN,bd09,,125.47868990711974,43.948641392644866
872,118.8366056,31.77883585,1,80,道路,bd09,,118.82503327950432,31.774917374409757
873,118.7991923,31.77231036,1,80,道路,bd09,,118.78763629306331,31.7679935412609
874,121.1449031,31.47885291,1,80,道路,bd09,,121.13368212634398,31.47500078213336
875,120.8163401,31.58166683,1,80,道路,bd09,,120.80550576086706,31.57766274376461
876,120.6913086,31.36142741,,80,道路,bd09,,120.6804711707194,31.357570973876275
877,120.475998,31.44491847,1,80,道路,bd09,,120.46503555972927,31.44048362735686
878,120.4309958,31.58170569,1,80,生活服务,bd09,,120.4197118686392,31.57782141409735
879,115.884859,28.80705301,,50,道路,bd09,,115.87343632090543,28.804529182312212
880,115.8699323,28.79569671,1,80,商务大厦,bd09,,115.85845930963944,28.79330884599098
881,,,,,,,Internal Service Error:无相关结果,0,0
882,121.6869643,39.08454509,1,80,道路,bd09,,121.6755226117509,39.07720461803229
883,121.6869643,39.08454509,1,80,道路,bd09,,121.6755226117509,39.07720461803229
884,121.5703439,39.04075302,1,80,道路,bd09,,121.55894792698336,39.03352035907916
885,123.2097898,41.7469237,,50,道路,bd09,,123.1974399662968,41.73876450720615
886,122.1889455,40.65634275,1,80,UNKNOWN,bd09,,122.17723755965983,40.648584675493495
887,111.8757885,41.01169144,,16,乡镇,bd09,,111.86259024858536,41.004262442661656
888,117.2022606,36.80235601,,75,交叉路口,bd09,,117.18966914320185,36.796196955235665
889,120.1935575,36.00809837,1,80,道路,bd09,,120.18182179535277,36.002287409281216
890,120.3493686,36.27473172,1,80,道路,bd09,,120.33780634664079,36.26823014862594
891,112.6028318,37.74058251,,40,道路,bd09,,112.59006492868772,37.73420007131543
892,108.8485772,34.37093637,1,80,UNKNOWN,bd09,,108.83752997693207,34.36612030381425
893,108.9692793,34.26545348,1,80,购物,bd09,,108.95815834525584,34.26067333305978
894,121.2312718,31.28015413,1,80,工业园区,bd09,,121.22037040100894,31.276051068093828
895,121.1603465,31.00322449,1,80,道路,bd09,,121.14921878198975,30.999513965118627
896,121.2533421,31.08716077,1,80,道路,bd09,,121.24235594016152,31.083540984925445
897,121.054987,30.88607982,1,80,道路,bd09,,121.04394786930634,30.882193800481964
898,121.2302236,31.19874631,1,80,道路,bd09,,121.21932705362893,31.19465903607915
899,120.9873142,31.33381914,1,80,道路,bd09,,120.97652787226954,31.329692482351884
900,121.070098,30.99977186,1,80,道路,bd09,,121.05908023462943,30.99552442047899
901,104.2376283,30.5506678,,40,道路,bd09,,104.2286866313449,30.547548326370727
902,117.3807326,39.15956429,1,80,道路,bd09,,117.36775874772397,39.152120661229475
903,117.0167549,39.441876,,30,道路,bd09,,117.00415447388676,39.4344027152669
904,117.7675047,39.01639507,1,80,道路,bd09,,117.75463660234938,39.009655930641706
905,117.3084015,39.04662196,1,80,工业园区,bd09,,117.29542432692443,39.03998096480454
906,116.9504942,39.0827322,,18,乡镇,bd09,,116.93799155051467,39.076272621402865
907,87.6026742,43.96529797,1,80,道路,bd09,,87.59344058934202,43.957916722361055
908,87.6026742,43.96529797,1,80,道路,bd09,,87.59344058934202,43.957916722361055
909,102.72433,24.97428699,1,80,UNKNOWN,bd09,,102.7164466265107,24.970953484070794
910,120.3796245,30.2452959,1,80,道路,bd09,,120.36861044948967,30.241303043493662
911,120.3719116,30.30789609,1,80,工业园区,bd09,,120.36091725745,30.30383979440012
912,120.3776734,30.34356453,1,80,UNKNOWN,bd09,,120.36667554419428,30.339545742255627
913,120.6143561,30.2866961,,40,道路,bd09,,120.60383407065828,30.282990708644714
914,120.7754757,30.75518547,,30,道路,bd09,,120.76456655300936,30.751788323268393
915,121.0445917,30.74365972,,50,道路,bd09,,121.03354876933537,30.740059966025655
916,119.8492914,29.2228806,,25,乡镇,bd09,,119.83816355217698,29.219861451310457
917,119.8492914,29.2228806,,25,乡镇,bd09,,119.83816355217698,29.219861451310457
918,121.4427736,29.96845344,,60,道路,bd09,,121.43186709164968,29.96438808780184
919,121.7894898,29.91732105,1,80,UNKNOWN,bd09,,121.77879300601731,29.913549754114914
920,121.7894898,29.91732105,,50,UNKNOWN,bd09,,121.77879300601731,29.913549754114914
921,121.7894898,29.91732105,,50,UNKNOWN,bd09,,121.77879300601731,29.913549754114914
922,121.474496,28.64092062,,60,道路,bd09,,121.46369073211785,28.637932545577797
923,120.5461166,28.10103387,1,80,道路,bd09,,120.53549480407635,28.09875601975653
924,106.6486396,29.75136994,1,80,UNKNOWN,bd09,,106.63834835729388,29.748314166825608
